"","ACCIDENT_N","ID","LOCATION","DISTANCE","DIRECTION","DATE","TIME","COLL_TYPE","INVOLVED","EXTENT","TRAVERSE","REPNO","PCF","LIGHTING","NUMO_INJ","NUMO_KLD","PARTY1","PARTY2","DOT1","DOT2","MPC1","MPC2","HIGHLIGHT","X","Y","DOCUMENT","MILEPOST","LAT","LONG","x","y","lat","lon","coords.x1","coords.x2"
"4325",11217082002131,0,"14th St at Guerrero St","204","East","9/17/2010","08:20 AM","Sideswipe","Bicycle","Complaint of Pain",NA,"4881878","Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","East","East","Parked","Proceeding Straight",NA,6005660.67903,2107840.43907,NA,NA,NA,NA,6005660.67903,2107840.43907,-122.423709024224,37.7680483249034,6005660.67903091,2107840.43907194
"4326",11217144402357,0,"Mission St at Fair Ave","0","Not Stated","9/17/2010","02:44 PM","Broadside","Bicycle","Other Visible Injury",NA,"4892479","Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","North","West","Proceeding Straight","Proceeding Straight",NA,6006598,2099644,NA,NA,NA,NA,6006598,2099644,-122.41988523369,37.745595665244,6006598,2099644
"4327",11217192600768,0,"San Jose Ave at Baden St","0","Not Stated","9/17/2010","07:26 PM","Other","Non-Collision","Complaint of Pain",NA,"4892402","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist",NA,"Not Stated",NA,"Proceeding Straight",NA,NA,6000957,2093931,NA,NA,NA,NA,6000957,2093931,-122.438981554869,37.7295896910881,6000957,2093931
"4328",11219163502261,0,"Valencia St at 20th St","0","Not Stated","9/19/2010","04:35 PM","Head-On","Bicycle","Complaint of Pain",NA,"4915621","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","North","West","Proceeding Straight","Proceeding Straight",NA,6006294,2104349,NA,NA,NA,NA,6006294,2104349,-122.421270469301,37.7584973839461,6006294,2104349
"4329",11220015801173,0,"Leavenworth St at Eddy St","81","North","9/20/2010","01:58 AM","Head-On","Parked Motor Vehicle","Complaint of Pain",NA,"4892463","Wrong Side of Road","Dark - Street Lights","1","0","Bicyclist","Parked Vehicle","South","South","Traveling Wrong Way","Parked",NA,6008501.94033,2113571.24141,NA,NA,NA,NA,6008501.94033,2113571.24141,-122.414286897554,37.7839437277467,6008501.9403336,2113571.24140938
"4330",11220080100747,0,"Harrison St at 22nd St","129","North","9/20/2010","08:01 AM","Sideswipe","Bicycle","Severe Injury",NA,"4892406","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","West","South","Stopped in Road","Proceeding Straight",NA,6008889.13859,2103453.81739,NA,NA,NA,NA,6008889.13859,2103453.81739,-122.41223201605,37.7561853815345,6008889.1385924,2103453.81739434
"4331",11220165700401,0,"Market St at Octavia St","0","Not Stated","9/20/2010","04:57 PM","Broadside","Bicycle","Other Visible Injury",NA,"4892450","Improper Turning","Daylight","1","0","Driver","Bicyclist","Not Stated","East","Making Right Turn","Proceeding Straight",NA,6005780,2109236,NA,NA,NA,NA,6005780,2109236,-122.423395527673,37.7718869358949,6005780,2109236
"4332",11220203801537,0,"Mission St at 18th St","0","Not Stated","9/20/2010","08:38 PM","Broadside","Bicycle","Other Visible Injury",NA,"4892458","Auto R/W Violation","Dark - Street Lights","1","0","Driver","Bicyclist","Not Stated","North","Making Left Turn","Proceeding Straight",NA,6006871,2105553,NA,NA,NA,NA,6006871,2105553,-122.419360352769,37.7618358012123,6006871,2105553
"4333",11221155600868,0,"Geary Blvd at 17th Ave","52","East","9/21/2010","03:56 PM","Broadside","Bicycle","Complaint of Pain",NA,"4915511","Unsafe Speed","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Parking Maneuver",NA,5990647.95549,2112682.15102,NA,NA,NA,NA,5990647.95549,2112682.15102,-122.475989530024,37.7804834518597,5990647.95549151,2112682.15102353
"4334",11221223902038,0,"Haight St at Pierce St","0","Not Stated","9/21/2010","10:39 PM","Broadside","Bicycle","Other Visible Injury",NA,"4892474","Traffic Signals and Signs","Dark - Street Lights","2","0","Bicyclist","Bicyclist","West","West","Proceeding Straight","Making Left Turn",NA,6002791,2109225,NA,NA,NA,NA,6002791,2109225,-122.433733894472,37.7716875806029,6002791,2109225
"4335",11222125502394,0,"Lawrence Ave at Alemany Blvd","28","East","9/22/2010","12:55 PM","Head-On","Bicycle","Other Visible Injury",NA,"4915662","Wrong Side of Road","Daylight","1","0","Driver","Bicyclist","West","East","Proceeding Straight","Making Right Turn",NA,5996742.29085,2087308.70558,NA,NA,NA,NA,5996742.29085,2087308.70558,-122.453074307752,37.7111657174085,5996742.29084525,2087308.70558477
"4336",11222154501428,0,"Golden Gate Ave at Jones St","0","Not Stated","9/22/2010","03:45 PM","Not Stated","Not Stated","Complaint of Pain",NA,"4915499","Other Hazardous Movement","Not Stated","1","0","Driver","Bicyclist","East","East","Not Stated","Not Stated",NA,6009085,2112878,NA,NA,NA,NA,6009085,2112878,-122.412220705185,37.782072987262,6009085,2112878
"4337",11222204300346,0,"Church St at Duboce Ave","0","Not Stated","9/22/2010","08:43 PM","Broadside","Bicycle","Complaint of Pain",NA,"4915503","Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","West","South","Proceeding Straight","Proceeding Straight",NA,6004105,2108385,NA,NA,NA,NA,6004105,2108385,-122.429128783485,37.7694556178339,6004105,2108385
"4338",11223093400747,0,"Harrison St at Mariposa St","16","South","9/23/2010","09:34 AM","Sideswipe","Bicycle","Complaint of Pain",NA,"4915691","Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6008746.75131,2105876.01765,NA,NA,NA,NA,6008746.75131,2105876.01765,-122.412895689054,37.7628282002215,6008746.75130709,2105876.01764918
"4339",11223130001201,0,"Stockton St at Washington St","98","North","9/23/2010","01:00 PM","Rear-End","Bicycle","Other Visible Injury",NA,"4915566","Improper Turning","Daylight","1","0","Bicyclist","Driver","South","South","Passing Other Vehicle","Stopped in Road",NA,6010363.73199,2117635.09768,NA,NA,NA,NA,6010363.73199,2117635.09768,-122.408132455874,37.7952065077428,6010363.73199365,2117635.09768281
"4340",11223153004200,0,"Rivera St at 45th Ave","0","Not Stated","9/23/2010","03:30 PM","Broadside","Bicycle","Other Visible Injury",NA,"4915471","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","South","East","Proceeding Straight","Proceeding Straight",NA,5982336,2100136,NA,NA,NA,NA,5982336,2100136,-122.503814561859,37.7455498508536,5982336,2100136
"4341",11223220001794,0,"Mission St at Van Ness Ave","0","Not Stated","9/23/2010","10:00 PM","Sideswipe","Bicycle","Property Damage Only",NA,"4915619","Unsafe Speed","Dark - Street Lights","0","0","Driver","Bicyclist","Not Stated","West","Proceeding Straight","Proceeding Straight",NA,6007169,2109632,NA,NA,NA,NA,6007169,2109632,-122.418618953347,37.77305255474,6007169,2109632
"4342",11224191402175,0,"Laguna St at North Point St","97","South","9/24/2010","07:14 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"4915498","Unsafe Lane Change","Dark - Street Lights","1","0","Bicyclist","Bicyclist","North","North","Proceeding Straight","Proceeding Straight",NA,6003586.19006,2120969.90098,NA,NA,NA,NA,6003586.19006,2120969.90098,-122.431822028948,37.8039811953494,6003586.19006201,2120969.90097678
"4343",11224224001998,0,"Silver Ave at Mission St","24","West","9/24/2010","10:40 PM","Rear-End","Bicycle","Complaint of Pain",NA,"4915657","Unsafe Starting or Backing","Dark - Street Lights","1","0","Driver","Bicyclist","West","North","Backing","Proceeding Straight",NA,6003154.21385,2093586.93589,NA,NA,NA,NA,6003154.21385,2093586.93589,-122.431361013558,37.7287697397582,6003154.21385477,2093586.93588791
"4344",11224235911163,0,"Duboce Ave at Valencia St","0","Not Stated","9/24/2010","11:59 PM","Broadside","Bicycle","Complaint of Pain",NA,"4915629","Auto R/W Violation","Dark - Street Lights","1","0","Driver","Bicyclist","West","South","Making Left Turn","Proceeding Straight",NA,6006063,2108495,NA,NA,NA,NA,6006063,2108495,-122.422363950589,37.7698682956298,6006063,2108495
"4345",11225015611393,0,"Brannan St at 3rd St","0","Not Stated","9/25/2010","01:56 AM","Broadside","Bicycle","Complaint of Pain",NA,"4915556","Auto R/W Violation","Dark - Street Lights","2","0","Driver","Bicyclist","East","West","Making Left Turn","Proceeding Straight",NA,6014248,2112051,NA,NA,NA,NA,6014248,2112051,-122.394301015722,37.7800905861258,6014248,2112051
"4346",11225074801864,0,"The Embarcadero at Battery St","0","South","9/25/2010","07:48 AM","Broadside","Bicycle","Other Visible Injury",NA,"4915649","Unknown","Daylight","1","0","Driver","Bicyclist","North","North","Proceeding Straight","Proceeding Straight",NA,6012209,2120826,NA,NA,NA,NA,6012209,2120826,-122.401971924295,37.8040711026079,6012209,2120826
"4347",11225075001430,0,"John Muir Dr at Skyline Blvd","1486","East","9/25/2010","07:50 AM","Broadside","Bicycle","Complaint of Pain",NA,"4915554","Improper Turning","Daylight","1","0","Driver","Bicyclist","West","East","Making Right Turn","Proceeding Straight",NA,5984248.85145,2089492.49777,NA,NA,NA,NA,5984248.85145,2089492.49777,-122.496415093135,37.7164379189968,5984248.85144878,2089492.49777423
"4348",11225130200874,0,"Valencia St at 20th St","76","North","9/25/2010","01:02 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"4943153","Unsafe Lane Change","Daylight","1","0","Driver","Bicyclist","North","North","Changing Lanes","Proceeding Straight",NA,6006289.71841,2104424.8793,NA,NA,NA,NA,6006289.71841,2104424.8793,-122.421290665295,37.7587054894551,6006289.71840947,2104424.87929877
"4349",11225140302122,0,"Market St at Octavia St","0","Not Stated","9/25/2010","02:03 PM","Broadside","Bicycle","Other Visible Injury",NA,"4915591","Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6005780,2109236,NA,NA,NA,NA,6005780,2109236,-122.423395527673,37.7718869358949,6005780,2109236
"4350",11225162501579,0,"6th Ave at Lake St","4","South","9/25/2010","04:25 PM","Other","Bicycle","Other Visible Injury",NA,"4915544","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Making Left Turn","Proceeding Straight",NA,5993959.14393,2114862.00259,NA,NA,NA,NA,5993959.14393,2114862.00259,-122.464692996653,37.7866601685435,5993959.14393291,2114862.00259042
"4351",11227100000191,0,"Fulton St at 22nd Ave","0","Not Stated","9/27/2010","10:00 AM","Broadside","Bicycle","Complaint of Pain",NA,"4915558","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","North","Making Left Turn","Proceeding Straight",NA,5989147,2109885,NA,NA,NA,NA,5989147,2109885,-122.480977122031,37.7727161087481,5989147,2109885
"4352",11227110001584,0,"Mcallister St at Webster St","194","East","9/27/2010","11:00 AM","Head-On","Other Motor Vehicle","Complaint of Pain",NA,"4915542","Unsafe Speed","Daylight","2","0","Driver","Parked Vehicle","East","West","Crossed Into Opposing Lane - Unplanned","Not Stated",NA,6004102.16667,2111837.60769,NA,NA,NA,NA,6004102.16667,2111837.60769,-122.42938482822,37.7789354720443,6004102.16667415,2111837.60769334
"4353",11228115301426,0,"Columbus Ave at Filbert St","217","North","9/28/2010","11:53 AM","Other","Bicycle","Other Visible Injury",NA,"4915486","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","North","North","Parked","Proceeding Straight",NA,6009310.21339,2119954.72805,NA,NA,NA,NA,6009310.21339,2119954.72805,-122.411941810072,37.801516596069,6009310.21338513,2119954.72804973
"4354",11228130301201,0,"Stockton St at Sacramento St","45","South","9/28/2010","01:03 PM","Other","Bicycle","Complaint of Pain",NA,"4915451","Improper Turning","Daylight","1","0","Driver","Bicyclist","South","South","Proceeding Straight","Making U Turn",NA,6010472.22829,2116849.4331,NA,NA,NA,NA,6010472.22829,2116849.4331,-122.407701615688,37.7930553372209,6010472.22829315,2116849.43310237
"4355",11228165811173,0,"3rd St at Marin St","0","Not Stated","9/28/2010","04:58 PM","Vehicle - Pedestrian","Non-Collision","Other Visible Injury",NA,"4915467","Unsafe Speed","Daylight","1","0","Bicyclist",NA,"North",NA,"Proceeding Straight",NA,NA,6015997,2100694,NA,NA,NA,NA,6015997,2100694,-122.387457867454,37.7490037785497,6015997,2100694
"4356",11228192000659,0,"Ocean Ave at Ashton Ave","0","Not Stated","9/28/2010","07:20 PM","Vehicle - Pedestrian","Bicycle","Other Visible Injury",NA,"4915463","Traffic Signals and Signs","Dusk - Dawn","1","0","Driver","Bicyclist","West","South","Slowing/Stopping","Proceeding Straight",NA,5994207,2092497,NA,NA,NA,NA,5994207,2092497,-122.462212868145,37.7252659069284,5994207,2092497
"4357",11228204200651,0,"Market St at New Montgomery St","82","West","9/28/2010","08:42 PM","Other","Bicycle","Other Visible Injury",NA,"4915455","Driving Under Influence","Dark - Street Lights","1","0","Bicyclist",NA,"East",NA,"Traveling Wrong Way",NA,NA,6012008.66221,2115181.40471,NA,NA,NA,NA,6012008.66221,2115181.40471,-122.402268103964,37.7885612152114,6012008.66220931,2115181.40471224
"4358",11229010901114,0,"Keith St at Palou Ave","0","Not Stated","9/29/2010","01:09 AM","Broadside","Bicycle","Severe Injury",NA,"4915447","Other","Dark - Street Lights","1","0","Driver","Bicyclist","East","South","Proceeding Straight","Proceeding Straight",NA,6015955,2094450,NA,NA,NA,NA,6015955,2094450,-122.387167637908,37.7318567024647,6015955,2094450
"4359",11229090401043,0,"Alemany Blvd at Santa Rosa Ave","108","North","9/29/2010","09:04 AM","Sideswipe","Bicycle","Complaint of Pain",NA,"4915545","Unknown","Daylight","1","0","Other","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6001843.31119,2092966.93255,NA,NA,NA,NA,6001843.31119,2092966.93255,-122.435848538748,37.7269929704055,6001843.31119438,2092966.93255038
"4360",11230084500513,0,"Townsend St at 4th St","0","Not Stated","9/30/2010","08:45 AM","Head-On","Not Stated","Other Visible Injury",NA,"4915675","Pedestrian Violation","Daylight","1","0","Pedestrian","Bicyclist","South","East","Proceeding Straight","Proceeding Straight",NA,6014029,2110962,NA,NA,NA,NA,6014029,2110962,-122.394982346535,37.7770882631816,6014029,2110962
"4361",11230120202484,0,"3rd St at Brannan St","0","Not Stated","9/30/2010","12:02 PM","Broadside","Bicycle","Other Visible Injury",NA,"4915663","Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","West","North","Proceeding Straight","Making Left Turn",NA,6014248,2112051,NA,NA,NA,NA,6014248,2112051,-122.394301015722,37.7800905861258,6014248,2112051
"4362",11230160000127,0,"Fillmore St at California St","40","South","9/30/2010","04:00 PM","Other","Bicycle","Complaint of Pain",NA,"4915626","Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","Not Stated","South","Parked","Proceeding Straight",NA,6002895.45013,2115454.37304,NA,NA,NA,NA,6002895.45013,2115454.37304,-122.433817916243,37.7887978038188,6002895.45012658,2115454.37303796
"4363",11230181001794,0,"The Embarcadero at Harrison St","194","North","9/30/2010","06:10 PM","Rear-End","Bicycle","Complaint of Pain",NA,"4915610","Improper Turning","Dusk - Dawn","1","0","Driver","Bicyclist","South","South","Changing Lanes","Proceeding Straight",NA,6015866.79353,2115610.97693,NA,NA,NA,NA,6015866.79353,2115610.97693,-122.388949443467,37.7899553269703,6015866.79352641,2115610.97692891
"4364",11230214100522,0,"Page St at Scott St","183","West","9/30/2010","09:41 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"4915630","Unsafe Starting or Backing","Dark - Street Lights","1","0","Driver","Bicyclist","East","East","Entering Traffic","Proceeding Straight",NA,6002086.77259,2109476.5908,NA,NA,NA,NA,6002086.77259,2109476.5908,-122.43618786442,37.7723384012475,6002086.77259481,2109476.5907968
"4365",11231010702038,0,"Scott St at Oak St","23","North","10/1/2010","01:07 AM","Other","Bicycle","Other Visible Injury",NA,"4903807","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist",NA,"North",NA,"Proceeding Straight",NA,NA,6002216.85054,2109863.78335,NA,NA,NA,NA,6002216.85054,2109863.78335,-122.435765620917,37.7734089253679,6002216.85053737,2109863.78334666
"4366",11231085200649,0,"Jackson St at Walnut St","78","East","10/1/2010","08:52 AM","Other","Bicycle","Complaint of Pain",NA,"4903811","Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","West","West","Proceeding Straight","Making Left Turn",NA,5998545.25959,2116216.72174,NA,NA,NA,NA,5998545.25959,2116216.72174,-122.44892383166,37.7906431976289,5998545.25959042,2116216.72173908
"4367",11231170300680,0,"Webster St at Fulton St","0","Not Stated","10/1/2010","05:03 PM","Head-On","Bicycle","Other Visible Injury",NA,"4925612","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Making Left Turn","Not Stated",NA,6003960,2111470,NA,NA,NA,NA,6003960,2111470,-122.429850411511,37.7779180624467,6003960,2111470
"4368",11231201801709,0,"North Point St at Powell St","54","West","10/1/2010","08:18 PM","Other","Bicycle","Other Visible Injury",NA,"4925381","Improper Turning","Dark - Street Lights","1","0","Driver","Bicyclist","East","East","Parking Maneuver","Proceeding Straight",NA,6009238.47959,2121856.81906,NA,NA,NA,NA,6009238.47959,2121856.81906,-122.412324560535,37.8067352381471,6009238.47959111,2121856.81906464
"4369",11231224602476,0,"California St at Polk St","0","Not Stated","10/1/2010","10:46 PM","Other","Non-Collision","Other Visible Injury",NA,"4924602","Other Than Driver or Ped","Dark - Street Lights","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6006702,2116024,NA,NA,NA,NA,6006702,2116024,-122.420688220851,37.7905771273612,6006702,2116024
"4370",11232135800649,0,"19th Ave at Geary Blvd","21","North","10/2/2010","01:58 PM","Other","Bicycle","Other Visible Injury",NA,"4925365","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","South","South","Parked","Proceeding Straight",NA,5989977.25261,2112679.9867,NA,NA,NA,NA,5989977.25261,2112679.9867,-122.478309623741,37.7804385971627,5989977.25261054,2112679.986696
"4371",11232174402175,0,"Lincoln Way at 44th Ave","0","Not Stated","10/2/2010","05:44 PM","Broadside","Bicycle","Other Visible Injury",NA,"4919438","Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","West","North","Proceeding Straight","Making Left Turn",NA,5982414,2106949,NA,NA,NA,NA,5982414,2106949,-122.504049405232,37.7642610149517,5982414,2106949
"4372",11233114201465,0,"Potrero Ave at 16th St","0","Not Stated","10/3/2010","11:42 AM","Broadside","Bicycle","Complaint of Pain",NA,"4901680","Unsafe Lane Change","Daylight","1","0","Bicyclist","Driver","West","North","Making Left Turn","Proceeding Straight",NA,6010318,2106920,NA,NA,NA,NA,6010318,2106920,-122.407534873524,37.7657828103768,6010318,2106920
"4373",11233170200680,0,"Fillmore St at Greenwich St","98","South","10/3/2010","05:02 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"4901603","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","Not Stated","South","Parked","Not Stated",NA,6002393.69945,2119065.96225,NA,"0",NA,NA,6002393.69945,2119065.96225,-122.435812408593,37.7986858089235,6002393.69944722,2119065.96224886
"4374",11233184802314,0,"Divisadero St at Fulton St","0","Not Stated","10/3/2010","06:48 PM","Broadside","Bicycle","Complaint of Pain",NA,"4901674","Auto R/W Violation","Dusk - Dawn","1","0","Driver","Bicyclist","North","South","Making Left Turn","Proceeding Straight",NA,6001546,2111133,NA,NA,NA,NA,6001546,2111133,-122.438177122998,37.7768557468659,6001546,2111133
"4375",11234090400246,0,"Page St at Laguna St","133","West","10/4/2010","09:04 AM","Other","Bicycle","Other Visible Injury",NA,"4924731","Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","East","East","Parked","Proceeding Straight",NA,6004995.23971,2109878.88296,NA,NA,NA,NA,6004995.23971,2109878.88296,-122.426155847116,37.7736078136439,6004995.2397143,2109878.88296072
"4376",11234093000625,0,"Holloway Ave at Junipero Serra Blvd","0","Not Stated","10/4/2010","09:30 AM","Other","Bicycle","Other Visible Injury",NA,"4919382","Other","Daylight","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Proceeding Straight",NA,5991256,2091233,NA,NA,NA,NA,5991256,2091233,-122.472321985506,37.7216249183824,5991256,2091233
"4377",11236014904084,0,"18th St at Guerrero St","59","East","10/6/2010","01:49 AM","Overturned","Parked Motor Vehicle","Other Visible Injury",NA,"4944374","Other Than Driver or Ped","Dark - Street Lights","1","0","Bicyclist","Parked Vehicle","West","West","Proceeding Straight","Parked",NA,6005644.90312,2105484.37969,NA,NA,NA,NA,6005644.90312,2105484.37969,-122.423596061585,37.7615782540738,6005644.90312143,2105484.37968729
"4378",11236054500456,0,"Octavia St at Oak St","0","Not Stated","10/6/2010","05:45 AM","Not Stated","Bicycle","Complaint of Pain",NA,"4925177","Improper Turning","Dusk - Dawn","1","0","Driver","Bicyclist","East","North","Making Right Turn","Proceeding Straight",NA,6005588,2110310,NA,NA,NA,NA,6005588,2110310,-122.424136063251,37.7748250421708,6005588,2110310
"4379",11236085800747,0,"18th St at Folsom St","8","West","10/6/2010","08:58 AM","Rear-End","Bicycle","Other Visible Injury",NA,"4925165","Unsafe Speed","Daylight","1","0","Driver","Bicyclist","East","East","Stopped in Road","Stopped in Road",NA,6008126.01177,2105622.56613,NA,NA,NA,NA,6008126.01177,2105622.56613,-122.415024675758,37.7620974180394,6008126.01177361,2105622.56613467
"4380",11236094700747,0,"Utah St at 16th St","6","South","10/6/2010","09:47 AM","Sideswipe","Bicycle","Complaint of Pain",NA,"4925161","Unsafe Speed","Daylight","1","0","Bicyclist","Driver","East","South","Proceeding Straight","Making Right Turn",NA,6010602.33001,2106930.00908,NA,NA,NA,NA,6010602.33001,2106930.00908,-122.40655213712,37.7658262041746,6010602.33000818,2106930.00908232
"4381",11236152001794,0,"The Embarcadero at Folsom St","133","South","10/6/2010","03:20 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"4944362","Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6015656.6364,2115836.6653,NA,NA,NA,NA,6015656.6364,2115836.6653,-122.389692344671,37.7905633644443,6015656.63639684,2115836.66530132
"4382",11237065001111,0,"47th Ave at John F Kennedy Dr","0","Not Stated","10/7/2010","06:50 AM","Hit Object","Bicycle","Complaint of Pain",NA,"4943501","Unknown","Dark - No Street Lights","1","0","Driver","Bicyclist","South","West","Making Left Turn","Proceeding Straight",NA,5981231,2108786,NA,NA,NA,NA,5981231,2108786,-122.508277357664,37.7692352450894,5981231,2108786
"4383",11237165901887,0,"6th Ave at Clement St","331","South","10/7/2010","04:59 PM","Other","Bicycle","Fatal",NA,"4926077","Improper Turning","Daylight","0","1","Bicyclist","Driver","North","North","Other Unsafe Turning","Proceeding Straight",NA,5994021.22942,2113175.26448,NA,NA,NA,NA,5994021.22942,2113175.26448,-122.464355688642,37.7820324227669,5994021.22942069,2113175.26448266
"4384",11237223002063,0,"Fell St at Stanyan St","0","Not Stated","10/7/2010","10:30 PM","Sideswipe","Bicycle","Complaint of Pain",NA,"4925393","Other","Dark - Street Lights","1","0","Driver","Bicyclist","West","West","Making Right Turn","Making Right Turn",NA,5996912,2109436,NA,NA,NA,NA,5996912,2109436,-122.454084848579,37.7719315851177,5996912,2109436
"4385",11238111501081,0,"11th St at Harrison St","315","South","10/8/2010","11:15 AM","Sideswipe","Bicycle","Other Visible Injury",NA,"4901652","Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Not Stated",NA,6009143.9578,2108487.54364,NA,"0",NA,NA,6009143.9578,2108487.54364,-122.411706420332,37.7700211360725,6009143.95780132,2108487.54364385
"4386",11238145201973,0,"Jefferson St at Powell St","207","West","10/8/2010","02:52 PM","Other","Fixed Object","Other Visible Injury",NA,"4924783","Unsafe Speed","Daylight","1","0","Bicyclist",NA,"West",NA,"Changing Lanes",NA,NA,6008989.91131,2122517.93523,NA,NA,NA,NA,6008989.91131,2122517.93523,-122.413231562844,37.8085365450074,6008989.91131473,2122517.93523254
"4387",11238155401045,0,"Oakdale Ave at Quint St","0","Not Stated","10/8/2010","03:54 PM","Other","Bicycle","Complaint of Pain",NA,"4924594","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","East","Making Right Turn","Proceeding Straight",NA,6013461,2096659,NA,NA,NA,NA,6013461,2096659,-122.395944717702,37.7377837338814,6013461,2096659
"4388",11238161500125,0,"6th St at Harrison St","0","Not Stated","10/8/2010","04:15 PM","Rear-End","Bicycle","Other Visible Injury",NA,"4925185","Unsafe Speed","Daylight","1","0","Driver","Bicyclist","North","North","Proceeding Straight","Proceeding Straight",NA,6011404,2111082,NA,NA,NA,NA,6011404,2111082,-122.40407154102,37.777271439614,6011404,2111082
"4389",11238190101030,0,"16th St at Guerrero St","180","West","10/8/2010","07:01 PM","Sideswipe","Bicycle","Other Visible Injury",NA,"4901660","Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","East","East","Stopped in Road","Proceeding Straight",NA,6005342.24724,2106644.57394,NA,NA,NA,NA,6005342.24724,2106644.57394,-122.424725363528,37.7647467842392,6005342.24723802,2106644.57393863
"4390",11239002900232,0,"Townsend St at 2nd St","0","Not Stated","10/9/2010","12:29 AM","Other","Not Stated","Other Visible Injury",NA,"4901656","Unsafe Speed","Dark - Street Lights","1","0","Bicyclist",NA,"East",NA,"Making Right Turn",NA,NA,6015342,2112217,NA,NA,NA,NA,6015342,2112217,-122.39052794468,37.7806071352698,6015342,2112217
"4391",11239082001300,0,"18th St at Shotwell St","0","Not Stated","10/9/2010","08:20 AM","Broadside","Bicycle","Complaint of Pain",NA,"4919402","Traffic Signals and Signs","Daylight","1","0","Driver","Bicyclist","West","North","Proceeding Straight","Proceeding Straight",NA,6007821,2105606,NA,NA,NA,NA,6007821,2105606,-122.416078423916,37.7620347866265,6007821,2105606
"4392",11239122600891,0,"17th St at Church St","2","West","10/9/2010","12:26 PM","Other","Non-Collision","Other Visible Injury",NA,"4925413","Other","Daylight","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6004233.00331,2105990.88493,NA,NA,NA,NA,6004233.00331,2105990.88493,-122.428515350973,37.7628891995204,6004233.00331324,2105990.88492615
"4393",11239140800351,0,"Harrison St at 7th St","0","Not Stated","10/9/2010","02:08 PM","Broadside","Bicycle","Other Visible Injury",NA,"4924787","Improper Turning","Daylight","1","0","Driver","Bicyclist","West","West","Making Right Turn","Proceeding Straight",NA,6010748,2110455,NA,NA,NA,NA,6010748,2110455,-122.406296679483,37.775513168879,6010748,2110455
"4394",11240155000891,0,"17th St at Sanchez St","26","East","10/10/2010","03:50 PM","Other","Bicycle","Complaint of Pain",NA,"4925409","Other","Daylight","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6003618.95693,2105955.49596,NA,NA,NA,NA,6003618.95693,2105955.49596,-122.430636597736,37.7627572618199,6003618.95692785,2105955.49596002
"4395",11240184600199,0,"Front St at Jackson St","0","Not Stated","10/10/2010","06:46 PM","Other","Not Stated","Severe Injury",NA,"4919398","Other","Dark - Street Lights","1","0","Bicyclist",NA,"South",NA,"Proceeding Straight",NA,NA,6012868,2118211,NA,NA,NA,NA,6012868,2118211,-122.3995076906,37.7969276984937,6012868,2118211
"4396",11241154001872,0,"Winston Dr at Broadmoor Dr","0","Not Stated","10/11/2010","03:40 PM","Broadside","Bicycle","Severe Injury",NA,"4919375","Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","North","West","Making Left Turn","Proceeding Straight",NA,5991000,2093143,NA,NA,NA,NA,5991000,2093143,-122.47334613766,37.7268544837708,5991000,2093143
